Frame Number,Headpose Pitch (deg),Headpose Yaw (deg),Headpose Roll (deg)
1458,-10.8051,0,0
1459,-10.4396,0,0
1460,-10.1673,0,0
1461,-9.99988,0,0
1462,-9.89348,0,0
1463,-9.79632,0,0
1464,-9.70812,0,0
1465,-9.62863,0,0
1466,-9.55756,0,0
1467,-9.49464,0,0
1468,-9.4396,0,0
1469,-9.39217,0,0
1470,-9.35208,0,0
1471,-9.31905,0,0
1472,-9.29282,0,0
1473,-9.27311,0,0
1474,-9.25965,0,0
1475,-9.25217,0,0
1476,-9.2504,0,0
1477,-9.25406,0,0
1478,-9.26289,0,0
1479,-9.2766,0,0
1480,-9.29494,0,0
1481,-9.31762,0,0
1482,-9.34439,0,0
1483,-9.37495,0,0
1484,-9.40905,0,0
1485,-9.44641,0,0
1486,-9.48676,0,0
1487,-9.52983,0,0
1488,-9.57534,0,0
1489,-9.62302,0,0
1490,-9.67261,0,0
1491,-9.72383,0,0
1492,-9.77641,0,0
1493,-9.83008,0,0
1494,-9.88456,0,0
1495,-9.93958,0,0
1496,-9.99488,0,0
1497,-10.0502,0,0
1498,-10.1052,0,0
1499,-10.1597,0,0
1500,-10.2133,0,0
1501,-10.2659,0,0
1502,-10.3171,0,0
1503,-10.3667,0,0
1504,-10.4144,0,0
1505,-10.4599,0,0
1506,-10.503,0,0
1507,-10.5433,0,0
1508,-10.5807,0,0
1509,-10.6148,0,0
1510,-10.6454,0,0
1511,-10.6721,0,0
1512,-10.6948,0,0
1513,-10.7132,0,0
1514,-10.7269,0,0
1515,-10.7357,0,0
1516,-10.7394,0,0
1517,-10.7376,0,0
1518,-10.7301,0,0
1519,-10.7166,0,0
1520,-10.6969,0,0
1521,-10.6707,0,0
1522,-10.6377,0,0
1523,-10.5976,0,0
1524,-10.5502,0,0
1525,-10.4951,0,0
1526,-10.4322,0,0
1527,-10.3611,0,0
1528,-10.2816,0,0
1529,-10.1934,0,0
1530,-10.0963,0,0
1531,-9.98988,0,0
1532,-9.82245,0,0
1533,-9.55016,0,0
1534,-9.18465,0,0
1535,-8.73758,0,0
1536,-8.22061,0,0
1537,-7.64537,0,0
1538,-7.02353,0,0
1539,-6.36673,0,0
1540,-5.68663,0,0
1541,-4.99488,0,0
1542,-4.30313,0,0
1543,-3.62303,0,0
1544,-2.96623,0,0
1545,-2.34439,0,0
1546,-1.76915,0,0
1547,-1.25217,0,0
1548,-0.805104,0,0
1549,-0.4396,0,0
1550,-0.167304,0,0
1551,0.000120987,0,0
1552,0.106521,0,0
1553,0.203682,0,0
1554,0.291874,0,0
1555,0.371372,0,0
1556,0.442442,0,0
1557,0.505363,0,0
1558,0.5604,0,0
1559,0.607829,0,0
1560,0.647921,0,0
1561,0.680945,0,0
1562,0.707177,0,0
1563,0.726888,0,0
1564,0.740348,0,0
1565,0.747828,0,0
1566,0.749602,0,0
1567,0.745938,0,0
1568,0.737116,0,0
1569,0.723397,0,0
1570,0.705061,0,0
1571,0.682375,0,0
1572,0.655616,0,0
1573,0.625048,0,0
1574,0.590948,0,0
1575,0.553589,0,0
1576,0.513243,0,0
1577,0.470173,0,0
1578,0.424661,0,0
1579,0.376974,0,0
1580,0.327385,0,0
1581,0.276166,0,0
1582,0.223587,0,0
1583,0.16992,0,0
1584,0.115442,0,0
1585,0.060418,0,0
1586,0.00512157,0,0
1587,-0.0501772,0,0
1588,-0.105199,0,0
1589,-0.159679,0,0
1590,-0.213346,0,0
1591,-0.265925,0,0
1592,-0.317143,0,0
1593,-0.366731,0,0
1594,-0.414419,0,0
1595,-0.459931,0,0
1596,-0.502997,0,0
1597,-0.543346,0,0
1598,-0.580707,0,0
1599,-0.614804,0,0
1600,-0.645371,0,0
1601,-0.672135,0,0
1602,-0.69482,0,0
1603,-0.713156,0,0
1604,-0.726871,0,0
1605,-0.735696,0,0
1606,-0.739359,0,0
1607,-0.737585,0,0
1608,-0.730108,0,0
1609,-0.716646,0,0
1610,-0.696935,0,0
1611,-0.670702,0,0
1612,-0.637679,0,0
1613,-0.597589,0,0
1614,-0.550161,0,0
1615,-0.495123,0,0
1616,-0.432201,0,0
1617,-0.36113,0,0
1618,-0.281634,0,0
1619,-0.193441,0,0
1620,-0.0962813,0,0
1621,0.0101204,0,0
1622,0.177548,0,0
1623,0.44984,0,0
1624,0.815347,0,0
1625,1.26241,0,0
1626,1.77939,0,0
1627,2.35462,0,0
1628,2.97647,0,0
1629,3.63327,0,0
1630,4.31337,0,0
1631,5.00512,0,0
1632,5.69687,0,0
1633,6.37697,0,0
1634,7.03377,0,0
1635,7.65561,0,0
1636,8.23085,0,0
1637,8.74783,0,0
1638,9.1949,0,0
1639,9.5604,0,0
1640,9.83269,0,0
1641,10.0001,0,0
1642,10.1128,0,0
1643,10.2284,0,0
1644,10.3466,0,0
1645,10.4672,0,0
1646,10.5898,0,0
1647,10.7143,0,0
1648,10.8404,0,0
1649,10.9677,0,0
1650,11.0961,0,0
1651,11.2252,0,0
1652,11.3547,0,0
1653,11.4844,0,0
1654,11.6141,0,0
1655,11.7434,0,0
1656,11.8721,0,0
1657,11.9998,0,0
1658,12.1264,0,0
1659,12.2516,0,0
1660,12.375,0,0
1661,12.4964,0,0
1662,12.6156,0,0
1663,12.7323,0,0
1664,12.8461,0,0
1665,12.9569,0,0
1666,13.0643,0,0
1667,13.168,0,0
1668,13.2679,0,0
1669,13.3636,0,0
1670,13.4549,0,0
1671,13.5415,0,0
1672,13.623,0,0
1673,13.6994,0,0
1674,13.7701,0,0
1675,13.8351,0,0
1676,13.894,0,0
1677,13.9466,0,0
1678,13.9925,0,0
1679,14.0315,0,0
1680,14.0634,0,0
1681,14.0878,0,0
1682,14.1045,0,0
1683,14.1133,0,0
1684,14.1137,0,0
1685,14.1057,0,0
1686,14.0888,0,0
1687,14.0629,0,0
1688,14.0276,0,0
1689,13.9827,0,0
1690,13.928,0,0
1691,13.863,0,0
1692,13.7876,0,0
1693,13.7015,0,0
1694,13.6045,0,0
1695,13.4961,0,0
1696,13.3763,0,0
1697,13.2446,0,0
1698,13.1009,0,0
1699,12.9448,0,0
1700,12.7762,0,0
1701,12.5946,0,0
1702,12.3999,0,0
1703,12.1917,0,0
1704,11.9698,0,0
1705,11.734,0,0
1706,11.4839,0,0
1707,11.2193,0,0
1708,10.9399,0,0
1709,10.6454,0,0
1710,10.3356,0,0
1711,10.0101,0,0
1712,9.50756,0,0
1713,8.68988,0,0
1714,7.59209,0,0
1715,6.24922,0,0
1716,4.69627,0,0
1717,2.96824,0,0
1718,1.10016,0,0
1719,-0.872973,0,0
1720,-2.91614,0,0
1721,-4.99432,0,0
1722,-7.07252,0,0
1723,-9.11572,0,0
1724,-11.0889,0,0
1725,-12.9571,0,0
1726,-14.6852,0,0
1727,-16.2383,0,0
1728,-17.5813,0,0
1729,-18.6792,0,0
1730,-19.4971,0,0
1731,-19.9999,0,0
1732,-20.3224,0,0
1733,-20.6233,0,0
1734,-20.903,0,0
1735,-21.1621,0,0
1736,-21.4012,0,0
1737,-21.6208,0,0
1738,-21.8214,0,0
1739,-22.0036,0,0
1740,-22.168,0,0
1741,-22.315,0,0
1742,-22.4452,0,0
1743,-22.5592,0,0
1744,-22.6575,0,0
1745,-22.7407,0,0
1746,-22.8092,0,0
1747,-22.8637,0,0
1748,-22.9047,0,0
1749,-22.9327,0,0
1750,-22.9483,0,0
1751,-22.952,0,0
1752,-22.9443,0,0
1753,-22.9259,0,0
1754,-22.8972,0,0
1755,-22.8588,0,0
1756,-22.8112,0,0
1757,-22.755,0,0
1758,-22.6908,0,0
1759,-22.619,0,0
1760,-22.5402,0,0
1761,-22.455,0,0
1762,-22.3638,0,0
1763,-22.2674,0,0
1764,-22.1661,0,0
1765,-22.0605,0,0
1766,-21.9513,0,0
1767,-21.8388,0,0
1768,-21.7237,0,0
1769,-21.6066,0,0
1770,-21.4878,0,0
1771,-21.3681,0,0
1772,-21.2479,0,0
1773,-21.1279,0,0
1774,-21.0084,0,0
1775,-20.8901,0,0
1776,-20.7735,0,0
1777,-20.6592,0,0
1778,-20.5478,0,0
1779,-20.4396,0,0
1780,-20.3354,0,0
1781,-20.2356,0,0
1782,-20.1407,0,0
1783,-20.0514,0,0
1784,-19.9682,0,0
1785,-19.8916,0,0
1786,-19.8222,0,0
1787,-19.7604,0,0
1788,-19.707,0,0
1789,-19.6623,0,0
1790,-19.6269,0,0
1791,-19.6014,0,0
1792,-19.5864,0,0
1793,-19.5823,0,0
1794,-19.5897,0,0
1795,-19.6092,0,0
1796,-19.6413,0,0
1797,-19.6866,0,0
1798,-19.7455,0,0
1799,-19.8187,0,0
1800,-19.9066,0,0
1801,-20.0099,0,0
1802,-20.1773,0,0
1803,-20.4496,0,0
1804,-20.8151,0,0
1805,-21.2622,0,0
1806,-21.7791,0,0
1807,-22.3544,0,0
1808,-22.9762,0,0
1809,-23.633,0,0
1810,-24.3131,0,0
1811,-25.0049,0,0
1812,-25.6966,0,0
1813,-26.3767,0,0
1814,-27.0335,0,0
1815,-27.6554,0,0
1816,-28.2306,0,0
1817,-28.7476,0,0
1818,-29.1947,0,0
1819,-29.5602,0,0
1820,-29.8324,0,0
1821,-29.9999,0,0
1822,-30.1063,0,0
1823,-30.2034,0,0
1824,-30.2916,0,0
1825,-30.3711,0,0
1826,-30.4422,0,0
1827,-30.5051,0,0
1828,-30.5602,0,0
1829,-30.6076,0,0
1830,-30.6477,0,0
1831,-30.6807,0,0
1832,-30.7069,0,0
1833,-30.7266,0,0
1834,-30.7401,0,0
1835,-30.7476,0,0
1836,-30.7494,0,0
1837,-30.7457,0,0
1838,-30.7369,0,0
1839,-30.7232,0,0
1840,-30.7048,0,0
1841,-30.6821,0,0
1842,-30.6554,0,0
1843,-30.6248,0,0
1844,-30.5907,0,0
1845,-30.5533,0,0
1846,-30.513,0,0
1847,-30.4699,0,0
1848,-30.4244,0,0
1849,-30.3767,0,0
1850,-30.3271,0,0
1851,-30.2759,0,0
1852,-30.2233,0,0
1853,-30.1697,0,0
1854,-30.1152,0,0
1855,-30.0602,0,0
1856,-30.0049,0,0
1857,-29.9496,0,0
1858,-29.8946,0,0
1859,-29.8401,0,0
1860,-29.7864,0,0
1861,-29.7338,0,0
1862,-29.6826,0,0
1863,-29.633,0,0
1864,-29.5853,0,0
1865,-29.5398,0,0
1866,-29.4968,0,0
1867,-29.4564,0,0
1868,-29.419,0,0
1869,-29.3849,0,0
1870,-29.3544,0,0
1871,-29.3276,0,0
1872,-29.3049,0,0
1873,-29.2866,0,0
1874,-29.2729,0,0
1875,-29.2641,0,0
1876,-29.2604,0,0
1877,-29.2622,0,0
1878,-29.2696,0,0
1879,-29.2831,0,0
1880,-29.3028,0,0
1881,-29.3291,0,0
1882,-29.3621,0,0
1883,-29.4022,0,0
1884,-29.4496,0,0
1885,-29.5046,0,0
1886,-29.5676,0,0
1887,-29.6386,0,0
1888,-29.7181,0,0
1889,-29.8063,0,0
1890,-29.9035,0,0
1891,-30.0099,0,0
1892,-30.1773,0,0
1893,-30.4496,0,0
1894,-30.8151,0,0
1895,-31.2622,0,0
1896,-31.7791,0,0
1897,-32.3544,0,0
1898,-32.9762,0,0
1899,-33.633,0,0
1900,-34.3131,0,0
1901,-35.0049,0,0
1902,-35.6966,0,0
1903,-36.3767,0,0
1904,-37.0335,0,0
1905,-37.6554,0,0
1906,-38.2306,0,0
1907,-38.7476,0,0
1908,-39.1947,0,0
1909,-39.5602,0,0
1910,-39.8325,0,0
1911,-39.9999,0,0
1912,-40.1063,0,0
1913,-40.2034,0,0
1914,-40.2916,0,0
1915,-40.3711,0,0
1916,-40.4422,0,0
1917,-40.5051,0,0
1918,-40.5602,0,0
1919,-40.6076,0,0
1920,-40.6477,0,0
1921,-40.6807,0,0
1922,-40.7069,0,0
1923,-40.7266,0,0
1924,-40.7401,0,0
1925,-40.7476,0,0
1926,-40.7494,0,0
1927,-40.7457,0,0
1928,-40.7369,0,0
1929,-40.7232,0,0
1930,-40.7048,0,0
1931,-40.6821,0,0
1932,-40.6554,0,0
1933,-40.6248,0,0
1934,-40.5907,0,0
1935,-40.5533,0,0
1936,-40.513,0,0
1937,-40.4699,0,0
1938,-40.4244,0,0
1939,-40.3767,0,0
1940,-40.3271,0,0
1941,-40.2759,0,0
1942,-40.2233,0,0
1943,-40.1697,0,0
1944,-40.1152,0,0
1945,-40.0602,0,0
1946,-40.0049,0,0
1947,-39.9496,0,0
1948,-39.8946,0,0
1949,-39.8401,0,0
1950,-39.7864,0,0
1951,-39.7338,0,0
1952,-39.6826,0,0
1953,-39.633,0,0
1954,-39.5853,0,0
1955,-39.5398,0,0
1956,-39.4968,0,0
1957,-39.4564,0,0
1958,-39.419,0,0
1959,-39.3849,0,0
1960,-39.3544,0,0
1961,-39.3276,0,0
1962,-39.3049,0,0
1963,-39.2866,0,0
1964,-39.2729,0,0
1965,-39.2641,0,0
1966,-39.2604,0,0
1967,-39.2622,0,0
1968,-39.2696,0,0
1969,-39.2831,0,0
1970,-39.3028,0,0
1971,-39.3291,0,0
1972,-39.3621,0,0
1973,-39.4022,0,0
1974,-39.4496,0,0
1975,-39.5046,0,0
1976,-39.5676,0,0
1977,-39.6386,0,0
1978,-39.7181,0,0
1979,-39.8063,0,0
1980,-39.9035,0,0
1981,-40.0099,0,0
1982,-40.1773,0,0
1983,-40.4496,0,0
1984,-40.8151,0,0
1985,-41.2622,0,0
1986,-41.7791,0,0
1987,-42.3544,0,0
1988,-42.9762,0,0
1989,-43.633,0,0
1990,-44.3131,0,0
1991,-45.0049,0,0
1992,-45.6966,0,0
1993,-46.3767,0,0
1994,-47.0335,0,0
1995,-47.6554,0,0
1996,-48.2306,0,0
1997,-48.7476,0,0
1998,-49.1946,0,0
1999,-49.5602,0,0
2000,-49.8324,0,0
2001,-49.9999,0,0
2002,-50.1125,0,0
2003,-50.2281,0,0
2004,-50.3463,0,0
2005,-50.4669,0,0
2006,-50.5896,0,0
2007,-50.7141,0,0
2008,-50.8402,0,0
2009,-50.9675,0,0
2010,-51.0958,0,0
2011,-51.2249,0,0
2012,-51.3545,0,0
2013,-51.4842,0,0
2014,-51.6138,0,0
2015,-51.7431,0,0
2016,-51.8718,0,0
2017,-51.9996,0,0
2018,-52.1262,0,0
2019,-52.2513,0,0
2020,-52.3747,0,0
2021,-52.4962,0,0
2022,-52.6154,0,0
2023,-52.732,0,0
2024,-52.8459,0,0
2025,-52.9566,0,0
2026,-53.064,0,0
2027,-53.1678,0,0
2028,-53.2677,0,0
2029,-53.3634,0,0
2030,-53.4547,0,0
2031,-53.5412,0,0
2032,-53.6228,0,0
2033,-53.6991,0,0
2034,-53.7699,0,0
2035,-53.8349,0,0
2036,-53.8938,0,0
2037,-53.9463,0,0
2038,-53.9922,0,0
2039,-54.0313,0,0
2040,-54.0631,0,0
2041,-54.0876,0,0
2042,-54.1043,0,0
2043,-54.113,0,0
2044,-54.1135,0,0
2045,-54.1054,0,0
2046,-54.0886,0,0
2047,-54.0627,0,0
2048,-54.0274,0,0
2049,-53.9825,0,0
2050,-53.9277,0,0
2051,-53.8628,0,0
2052,-53.7874,0,0
2053,-53.7013,0,0
2054,-53.6042,0,0
2055,-53.4959,0,0
2056,-53.376,0,0
2057,-53.2444,0,0
2058,-53.1007,0,0
2059,-52.9446,0,0
2060,-52.7759,0,0
2061,-52.5944,0,0
2062,-52.3996,0,0
2063,-52.1915,0,0
2064,-51.9696,0,0
2065,-51.7338,0,0
2066,-51.4837,0,0
2067,-51.219,0,0
2068,-50.9396,0,0
2069,-50.6451,0,0
2070,-50.3353,0,0
2071,-50.0099,0,0
2072,-49.5073,2.51893E-06,4.63788E-06
2073,-48.6896,9.29364E-06,1.77096E-05
2074,-47.5918,1.90244E-05,3.80043E-05
2075,-46.2489,3.03326E-05,6.43174E-05
2076,-44.6959,4.18628E-05,9.53845E-05
2077,-42.9679,5.23722E-05,0.000129835
2078,-41.0997,0.000060808,0.000166168
2079,-39.1266,6.63718E-05,0.000202746
2080,-37.0834,6.85665E-05,0.000237813
2081,-35.0052,0.000067225,0.000269521
2082,-32.9269,6.25161E-05,0.00029597
2083,-30.8837,5.49279E-05,0.000315251
2084,-28.9105,4.52258E-05,0.000325484
2085,-27.0424,3.43864E-05,0.000324852
2086,-25.3143,2.35086E-05,0.000311614
2087,-23.7612,1.37029E-05,0.000284114
2088,-22.4182,5.96085E-06,0.00024076
2089,-21.3203,1.0065E-06,0.000179997
2090,-20.5026,-8.70544E-07,0.000100274
2091,-19.9999,0,0
2092,-19.6759,-3.35195E-05,0.00145022
2093,-19.3706,-0.000168733,0.00593167
2094,-19.0835,-0.000445281,0.0133071
2095,-18.8142,-0.000894618,0.0234392
2096,-18.5623,-0.00154065,0.0361905
2097,-18.3275,-0.00240033,0.0514238
2098,-18.1092,-0.00348428,0.0690021
2099,-17.9072,-0.00479735,0.0887885
2100,-17.721,-0.00633916,0.110647
2101,-17.5501,-0.00810466,0.13444
2102,-17.3942,-0.0100846,0.160033
2103,-17.2529,-0.0122662,0.18729
2104,-17.1257,-0.0146332,0.216076
2105,-17.0123,-0.0171669,0.246256
2106,-16.9122,-0.0198461,0.277694
2107,-16.825,-0.0226478,0.310257
2108,-16.7504,-0.0255474,0.343811
2109,-16.6878,-0.0285193,0.37822
2110,-16.637,-0.0315371,0.413351
2111,-16.5975,-0.034574,0.44907
2112,-16.5689,-0.0376029,0.485242
2113,-16.5507,-0.0405971,0.521734
2114,-16.5427,-0.0435304,0.558411
2115,-16.5443,-0.0463771,0.59514
2116,-16.5551,-0.0491126,0.631786
2117,-16.5748,-0.0517135,0.668214
2118,-16.603,-0.0541578,0.70429
2119,-16.6391,-0.056425,0.739878
2120,-16.6829,-0.0584963,0.774845
2121,-16.7339,-0.060355,0.809054
2122,-16.7917,-0.0619862,0.842371
2123,-16.8559,-0.0633771,0.874659
2124,-16.9261,-0.0645173,0.905783
2125,-17.0019,-0.0653985,0.935606
2126,-17.0828,-0.0660148,0.963993
2127,-17.1685,-0.0663625,0.990806
2128,-17.2585,-0.0664406,1.01591
2129,-17.3525,-0.06625,1.03917
2130,-17.45,-0.0657942,1.06044
2131,-17.5507,-0.0650791,1.0796
2132,-17.6541,-0.0641124,1.09649
2133,-17.7597,-0.0629044,1.11099
2134,-17.8673,-0.0614671,1.12296
2135,-17.9764,-0.0598144,1.13227
2136,-18.0865,-0.0579621,1.13876
2137,-18.1974,-0.0559274,1.14232
2138,-18.3085,-0.0537292,1.14279
2139,-18.4195,-0.0513873,1.14005
2140,-18.5299,-0.0489225,1.13395
2141,-18.6393,-0.0463566,1.12436
2142,-18.7474,-0.0437115,1.11115
2143,-18.8538,-0.0410096,1.09417
2144,-18.9579,-0.0382731,1.07329
2145,-19.0595,-0.0355235,1.04837
2146,-19.1581,-0.0327821,1.01928
2147,-19.2532,-0.0300684,0.985888
2148,-19.3446,-0.0274009,0.948048
2149,-19.4317,-0.0247961,0.905627
2150,-19.5142,-0.0222679,0.858489
2151,-19.5917,-0.0198278,0.806501
2152,-19.6638,-0.0174839,0.749525
2153,-19.7299,-0.0152407,0.687427
2154,-19.7899,-0.0130983,0.620072
2155,-19.8431,-0.0110524,0.547323
2156,-19.8893,-0.00909336,0.469046
2157,-19.928,-0.00720568,0.385105
2158,-19.9589,-0.00536762,0.295365
2159,-19.9814,-0.00355043,0.199692
2160,-19.9952,-0.00171787,0.0979488
2161,-19.9999,0.000174538,-0.00999848
2162,-19.9999,0.00309678,-0.1774
2163,-19.9999,0.00784925,-0.449651
2164,-20,0.0142283,-0.815102
2165,-20.0001,0.0220301,-1.2621
2166,-20.0004,0.0310501,-1.779
2167,-20.0007,0.0410836,-2.35415
2168,-20.0012,0.0519253,-2.9759
2169,-20.0019,0.0633698,-3.63259
2170,-20.0027,0.0752116,-4.31259
2171,-20.0037,0.0872453,-5.00424
2172,-20.0048,0.0992664,-5.69589
2173,-20.0061,0.111071,-6.37589
2174,-20.0074,0.122456,-7.03259
2175,-20.0088,0.13322,-7.65434
2176,-20.0102,0.143164,-8.22949
2177,-20.0115,0.152089,-8.74639
2178,-20.0127,0.159796,-9.1934
2179,-20.0138,0.16609,-9.55885
2180,-20.0146,0.170775,-9.8311
2181,-20.0151,0.173654,-9.99851
2182,-20.0154,0.175482,-10.1049
2183,-20.0157,0.177152,-10.202
2184,-20.016,0.178666,-10.2902
2185,-20.0162,0.180031,-10.3697
2186,-20.0164,0.181251,-10.4408
2187,-20.0166,0.182331,-10.5037
2188,-20.0168,0.183276,-10.5587
2189,-20.017,0.184089,-10.6061
2190,-20.0171,0.184777,-10.6462
2191,-20.0172,0.185344,-10.6792
2192,-20.0173,0.185794,-10.7055
2193,-20.0173,0.186132,-10.7252
2194,-20.0174,0.186362,-10.7386
2195,-20.0174,0.186491,-10.7461
2196,-20.0174,0.186521,-10.7479
2197,-20.0174,0.186458,-10.7442
2198,-20.0174,0.186307,-10.7354
2199,-20.0173,0.186072,-10.7217
2200,-20.0173,0.185757,-10.7033
2201,-20.0172,0.185368,-10.6807
2202,-20.0171,0.184909,-10.6539
2203,-20.017,0.184385,-10.6233
2204,-20.0169,0.1838,-10.5893
2205,-20.0168,0.183159,-10.5519
2206,-20.0167,0.182466,-10.5116
2207,-20.0165,0.181727,-10.4685
2208,-20.0164,0.180946,-10.423
2209,-20.0162,0.180128,-10.3753
2210,-20.0161,0.179276,-10.3257
2211,-20.0159,0.178397,-10.2745
2212,-20.0158,0.177493,-10.2219
2213,-20.0156,0.176572,-10.1683
2214,-20.0154,0.175636,-10.1138
2215,-20.0153,0.17469,-10.0588
2216,-20.0151,0.17374,-10.0035
2217,-20.0149,0.172789,-9.94822
2218,-20.0148,0.171843,-9.8932
2219,-20.0146,0.170906,-9.83873
2220,-20.0144,0.169983,-9.78507
2221,-20.0143,0.169079,-9.7325
2222,-20.0141,0.168198,-9.68129
2223,-20.014,0.167344,-9.63171
2224,-20.0138,0.166524,-9.58403
2225,-20.0137,0.16574,-9.53852
2226,-20.0136,0.164999,-9.49546
2227,-20.0135,0.164304,-9.45512
2228,-20.0134,0.163661,-9.41776
2229,-20.0133,0.163074,-9.38367
2230,-20.0132,0.162548,-9.35311
2231,-20.0131,0.162087,-9.32635
2232,-20.013,0.161696,-9.30367
2233,-20.013,0.16138,-9.28533
2234,-20.0129,0.161144,-9.27162
2235,-20.0129,0.160992,-9.2628
2236,-20.0129,0.160929,-9.25914
2237,-20.0129,0.160959,-9.26091
2238,-20.0129,0.161088,-9.26839
2239,-20.013,0.16132,-9.28184
2240,-20.013,0.16166,-9.30155
2241,-20.0131,0.162111,-9.32778
2242,-20.0132,0.16268,-9.3608
2243,-20.0133,0.163371,-9.40088
2244,-20.0134,0.164187,-9.44831
2245,-20.0136,0.165135,-9.50334
2246,-20.0138,0.166218,-9.56625
2247,-20.014,0.167441,-9.63731
2248,-20.0142,0.168809,-9.71679
2249,-20.0145,0.170326,-9.80497
2250,-20.0148,0.171996,-9.90212
2251,-20.0151,0.173826,-10.0085
2252,-20.0156,0.176703,-10.1759
2253,-20.0165,0.181378,-10.4482
2254,-20.0176,0.187648,-10.8136
2255,-20.0191,0.195307,-11.2606
2256,-20.0209,0.204149,-11.7775
2257,-20.023,0.213967,-12.3527
2258,-20.0254,0.224556,-12.9744
2259,-20.028,0.235712,-13.6311
2260,-20.0309,0.247231,-14.3112
2261,-20.034,0.258912,-15.0028
2262,-20.0372,0.270555,-15.6945
2263,-20.0404,0.281964,-16.3745
2264,-20.0437,0.292943,-17.0312
2265,-20.047,0.303304,-17.653
2266,-20.0501,0.312855,-18.2281
2267,-20.0529,0.321413,-18.745
2268,-20.0555,0.328792,-19.1921
2269,-20.0576,0.33481,-19.5575
2270,-20.0592,0.339285,-19.8298
2271,-20.0602,0.342032,-19.9972
2272,-20.0608,0.343777,-20.1036
2273,-20.0614,0.345369,-20.2007
2274,-20.0619,0.346813,-20.2889
2275,-20.0624,0.348114,-20.3684
2276,-20.0628,0.349277,-20.4395
2277,-20.0632,0.350306,-20.5024
2278,-20.0636,0.351205,-20.5574
2279,-20.0639,0.35198,-20.6048
2280,-20.0641,0.352635,-20.6449
2281,-20.0643,0.353175,-20.6779
2282,-20.0645,0.353603,-20.7042
2283,-20.0646,0.353925,-20.7239
2284,-20.0647,0.354144,-20.7373
2285,-20.0647,0.354267,-20.7448
2286,-20.0647,0.354296,-20.7466
2287,-20.0647,0.354236,-20.7429
2288,-20.0647,0.354092,-20.7341
2289,-20.0646,0.353868,-20.7204
2290,-20.0645,0.353568,-20.7021
2291,-20.0643,0.353198,-20.6794
2292,-20.0642,0.352761,-20.6526
2293,-20.064,0.352262,-20.622
2294,-20.0638,0.351705,-20.588
2295,-20.0635,0.351094,-20.5506
2296,-20.0633,0.350435,-20.5103
2297,-20.063,0.34973,-20.4672
2298,-20.0627,0.348986,-20.4217
2299,-20.0624,0.348206,-20.374
2300,-20.0621,0.347395,-20.3244
2301,-20.0618,0.346556,-20.2732
2302,-20.0615,0.345695,-20.2206
2303,-20.0612,0.344816,-20.167
2304,-20.0609,0.343923,-20.1125
2305,-20.0605,0.343021,-20.0575
2306,-20.0602,0.342115,-20.0022
2307,-20.0599,0.341207,-19.9469
2308,-20.0596,0.340305,-19.8919
2309,-20.0592,0.33941,-19.8374
2310,-20.0589,0.338529,-19.7838
2311,-20.0586,0.337665,-19.7312
2312,-20.0583,0.336824,-19.68
2313,-20.058,0.336009,-19.6304
2314,-20.0577,0.335225,-19.5827
2315,-20.0575,0.334476,-19.5372
2316,-20.0572,0.333768,-19.4941
2317,-20.057,0.333104,-19.4538
2318,-20.0568,0.332489,-19.4164
2319,-20.0566,0.331927,-19.3823
2320,-20.0564,0.331424,-19.3518
2321,-20.0562,0.330983,-19.325
2322,-20.0561,0.33061,-19.3023
2323,-20.056,0.330307,-19.284
2324,-20.0559,0.330082,-19.2703
2325,-20.0559,0.329936,-19.2615
2326,-20.0558,0.329876,-19.2578
2327,-20.0559,0.329905,-19.2596
2328,-20.0559,0.330028,-19.2671
2329,-20.056,0.33025,-19.2805
2330,-20.0561,0.330575,-19.3002
2331,-20.0562,0.331007,-19.3265
2332,-20.0564,0.331551,-19.3595
2333,-20.0567,0.332211,-19.3996
2334,-20.0569,0.332991,-19.447
2335,-20.0573,0.333897,-19.502
2336,-20.0576,0.334932,-19.5649
2337,-20.058,0.336101,-19.636
2338,-20.0585,0.337407,-19.7155
2339,-20.059,0.338856,-19.8037
2340,-20.0596,0.340451,-19.9008
2341,-20.0602,0.342196,-20.0072
2342,-20.0612,0.344941,-20.1746
2343,-20.0629,0.349398,-20.4469
2344,-20.0651,0.355368,-20.8123
2345,-20.0679,0.362651,-21.2593
2346,-20.0713,0.371046,-21.7763
2347,-20.075,0.38035,-22.3514
2348,-20.0792,0.390366,-22.9732
2349,-20.0837,0.400894,-23.6299
2350,-20.0886,0.411741,-24.31
2351,-20.0936,0.422714,-25.0017
2352,-20.0988,0.433625,-25.6933
2353,-20.104,0.444291,-26.3734
2354,-20.1091,0.454532,-27.0301
2355,-20.1141,0.464173,-27.6519
2356,-20.1188,0.473043,-28.2271
2357,-20.1231,0.480974,-28.744
2358,-20.1269,0.487801,-29.1911
2359,-20.13,0.49336,-29.5565
2360,-20.1324,0.497488,-29.8288
2361,-20.1338,0.500021,-29.9962
2362,-20.1348,0.501723,-30.1089
2363,-20.1358,0.503467,-30.2244
2364,-20.1369,0.505249,-30.3426
2365,-20.1379,0.507064,-30.4632
2366,-20.139,0.508909,-30.5859
2367,-20.1401,0.510778,-30.7104
2368,-20.1413,0.512669,-30.8364
2369,-20.1424,0.514576,-30.9638
2370,-20.1436,0.516496,-31.0921
2371,-20.1447,0.518424,-31.2212
2372,-20.1459,0.520356,-31.3507
2373,-20.1471,0.522288,-31.4804
